Misura
41.16
41.18
41.18
41.18
41.18
41.19
41.19
41.19
41.2
41.2
41.2
41.21
41.21
41.21
41.21
41.21
41.21
41.23
41.23
41.23
41.23
41.24
41.25
41.57
41.57
41.59
41.59
41.59
41.59
41.6
41.6
41.6
41.6
41.6
41.6
41.61
41.61
41.61
41.61
41.62
41.62
41.62
41.62
41.62
41.62
41.62
41.62
41.62
41.62
41.62
41.64
41.64
41.64
41.64
41.64
41.64
41.64
41.64
41.64
41.66
41.66
41.67
41.67
41.67
41.67
41.67
41.67
41.68
41.69
41.69
41.69
41.69
41.71
41.71
42.0
42.03
42.05
42.05
42.05
42.05
42.05
42.05
42.05
42.05
42.07
42.07
42.07
42.07
42.07
42.07
42.09
42.09
42.09
42.12
42.14
42.16
42.51
42.51
42.51
42.52
