Misura
35.83
35.84
35.84
35.86
35.86
35.86
35.88
35.88
35.88
35.88
35.88
35.88
35.88
35.88
35.88
35.88
35.88
35.88
35.88
35.88
35.89
35.89
35.89
35.89
35.9
35.9
35.9
35.9
35.9
35.9
35.91
35.91
35.91
35.91
35.91
35.91
35.91
35.91
35.91
35.91
35.91
35.91
35.91
35.91
35.91
35.91
35.93
35.93
35.93
35.93
35.93
35.93
35.93
35.93
35.93
35.93
35.93
35.93
35.93
35.93
35.93
35.93
35.93
35.95
35.95
35.95
35.95
35.95
35.95
35.96
36.01
36.27
36.27
36.27
36.31
36.31
36.31
36.31
36.31
36.32
36.33
36.33
36.33
36.34
36.34
36.34
36.34
36.34
36.34
36.36
36.36
36.36
36.36
36.36
36.36
36.36
36.37
36.37
36.38
36.38
