Misura
30.37
30.38
30.4
30.4
30.42
30.42
30.42
30.42
30.43
30.43
30.44
30.44
30.44
30.46
30.46
30.46
30.49
30.51
30.51
30.78
30.79
30.8
30.8
30.8
30.82
30.82
30.82
30.82
30.83
30.83
30.83
30.83
30.83
30.84
30.84
30.84
30.84
30.85
30.85
30.85
30.85
30.85
30.85
30.85
30.85
30.85
30.85
30.85
30.85
30.87
30.87
30.87
30.87
30.87
30.87
30.87
30.87
30.87
30.87
30.87
30.87
30.88
30.88
30.89
30.89
30.89
30.89
30.89
30.89
30.89
30.9
30.9
31.25
31.26
31.28
31.28
31.28
31.28
31.28
31.28
31.28
31.3
31.3
31.3
31.3
31.3
31.3
31.3
31.3
31.3
31.3
31.3
31.3
31.31
31.32
31.32
31.33
31.33
31.35
31.37
